Retailer,Adidas Sales Database Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Total Sales,Operating Profit,Operating Margin,Sales Method,Units Sold Cleaned,Total Sales norm,Operating Profit norm,State - City,State_grouped,Month
Foot Locker,"1128299,00",2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,"47,00","7,50","2,30","0,30",Outlet,"0,16","0,02","0,01",Georgia - Atlanta,Otros,December
Foot Locker,"1185732,00",2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,"26,00","9,10","4,30","0,47",Outlet,"0,35","0,02","0,03",Georgia - Atlanta,Otros,January
Foot Locker,"1185732,00",2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,"30,00","7,70","3,10","0,40",Outlet,"0,26","0,02","0,02",Georgia - Atlanta,Otros,January
Foot Locker,"1185732,00",2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,"24,00","6,30","2,00","0,32",Outlet,"0,26","0,02","0,01",Georgia - Atlanta,Otros,January
Foot Locker,"1185732,00",2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,"25,00","5,20","1,80","0,35",Outlet,"0,21","0,01","0,01",Georgia - Atlanta,Otros,January
Foot Locker,"1185732,00",2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,"35,00","8,60","3,40","0,39",Outlet,"0,25","0,02","0,02",Georgia - Atlanta,Otros,January
Foot Locker,"1185732,00",2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,"30,00","8,40","4,50","0,53",Outlet,"0,28","0,02","0,03",Georgia - Atlanta,Otros,January
Foot Locker,"1185732,00",2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,"31,00","11,70","5,60","0,48",Outlet,"0,38","0,03","0,03",Georgia - Atlanta,Otros,February
Foot Locker,"1185732,00",2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,"27,00","6,70","2,50","0,38",Outlet,"0,25","0,02","0,02",Georgia - Atlanta,Otros,February
Foot Locker,"1185732,00",2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,"21,00","5,20","1,60","0,30",Outlet,"0,25","0,01","0,01",Georgia - Atlanta,Otros,February
Foot Locker,"1185732,00",2021-02-18,South,Mississippi,Jackson,Men's Apparel,"26,00","3,50","1,40","0,39",Outlet,"0,13","0,01","0,01",Mississippi - Jackson,Otros,February
Foot Locker,"1185732,00",2021-02-18,South,Mississippi,Jackson,Women's Apparel,"20,00","3,20","1,80","0,57",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,February
Foot Locker,"1185732,00",2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,"20,00","4,50","2,10","0,46",Outlet,"0,22","0,01","0,01",Mississippi - Jackson,Otros,March
Foot Locker,"1185732,00",2021-03-16,South,Mississippi,Jackson,Women's Apparel,"17,00","2,30","1,20","0,54",Outlet,"0,14","0,01","0,01",Mississippi - Jackson,Otros,March
Foot Locker,"1185732,00",2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,"19,00","4,20","1,90","0,44",Outlet,"0,22","0,01","0,01",Mississippi - Jackson,Otros,April
Foot Locker,"1185732,00",2021-04-17,South,Mississippi,Jackson,Men's Apparel,"30,00","2,90","1,20","0,40",Outlet,"0,10","0,01","0,01",Mississippi - Jackson,Otros,April
Foot Locker,"1185732,00",2021-04-17,South,Mississippi,Jackson,Women's Apparel,"22,00","3,20","1,70","0,53",Outlet,"0,15","0,01","0,01",Mississippi - Jackson,Otros,April
Foot Locker,"1185732,00",2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,"27,00","6,40","2,70","0,42",Outlet,"0,24","0,02","0,02",Mississippi - Jackson,Otros,May
Foot Locker,"1185732,00",2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,"28,00","3,90","1,60","0,41",Outlet,"0,14","0,01","0,01",Mississippi - Jackson,Otros,May
Foot Locker,"1185732,00",2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,"26,00","3,50","1,50","0,43",Outlet,"0,13","0,01","0,01",Mississippi - Jackson,Otros,May
Foot Locker,"1185732,00",2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,"24,00","2,80","1,30","0,46",Outlet,"0,12","0,01","0,01",Mississippi - Jackson,Otros,May
Foot Locker,"1185732,00",2021-05-16,South,Mississippi,Jackson,Men's Apparel,"34,00","4,50","1,80","0,40",Outlet,"0,13","0,01","0,01",Mississippi - Jackson,Otros,May
Foot Locker,"1185732,00",2021-05-16,South,Mississippi,Jackson,Women's Apparel,"35,00","5,20","2,90","0,56",Outlet,"0,15","0,01","0,02",Mississippi - Jackson,Otros,May
Foot Locker,"1185732,00",2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,"31,00","8,20","3,60","0,44",Outlet,"0,26","0,02","0,02",Mississippi - Jackson,Otros,June
Foot Locker,"1185732,00",2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,"29,00","4,40","1,70","0,39",Outlet,"0,15","0,01","0,01",Mississippi - Jackson,Otros,June
Foot Locker,"1185732,00",2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,"33,00","5,20","2,40","0,46",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,June
Foot Locker,"1185732,00",2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,"34,00","5,10","2,20","0,43",Outlet,"0,15","0,01","0,01",Mississippi - Jackson,Otros,June
Foot Locker,"1185732,00",2021-06-18,South,Mississippi,Jackson,Men's Apparel,"47,00","6,30","2,40","0,38",Outlet,"0,13","0,02","0,01",Mississippi - Jackson,Otros,June
Foot Locker,"1185732,00",2021-06-18,South,Mississippi,Jackson,Women's Apparel,"51,00","11,20","5,90","0,53",Outlet,"0,22","0,03","0,04",Mississippi - Jackson,Otros,June
Foot Locker,"1185732,00",2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,"47,00","13,60","6,20","0,46",Outlet,"0,29","0,03","0,04",Mississippi - Jackson,Otros,July
Walmart,"1185732,00",2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,"42,00","8,10","3,10","0,38",Outlet,"0,19","0,02","0,02",Mississippi - Jackson,Otros,July
Walmart,"1185732,00",2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,"37,00","6,20","2,60","0,42",Outlet,"0,17","0,02","0,02",Mississippi - Jackson,Otros,July
Walmart,"1185732,00",2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,"33,00","4,70","2,00","0,43",Outlet,"0,14","0,01","0,01",Mississippi - Jackson,Otros,July
Walmart,"1185732,00",2021-07-16,South,Mississippi,Jackson,Men's Apparel,"46,00","6,90","2,60","0,37",Outlet,"0,15","0,02","0,02",Mississippi - Jackson,Otros,July
Walmart,"1185732,00",2021-07-16,South,Mississippi,Jackson,Women's Apparel,"49,00","10,20","5,40","0,53",Outlet,"0,21","0,03","0,03",Mississippi - Jackson,Otros,July
Walmart,"1185732,00",2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,"41,00","10,50","4,70","0,45",Outlet,"0,26","0,03","0,03",Mississippi - Jackson,Otros,August
Walmart,"1185732,00",2021-08-17,South,Mississippi,Jackson,Men's Athletic Footwear,"44,00","8,70","3,60","0,41",Outlet,"0,20","0,02","0,02",Mississippi - Jackson,Otros,August
Walmart,"1185732,00",2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,"37,00","6,60","2,90","0,44",Outlet,"0,18","0,02","0,02",Mississippi - Jackson,Otros,August
Walmart,"1185732,00",2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,"32,00","4,70","2,00","0,42",Outlet,"0,15","0,01","0,01",Mississippi - Jackson,Otros,August
Walmart,"1185732,00",2021-08-17,South,Mississippi,Jackson,Men's Apparel,"35,00","5,50","2,30","0,42",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,August
Walmart,"1185732,00",2021-08-17,South,Mississippi,Jackson,Women's Apparel,"42,00","8,70","4,80","0,55",Outlet,"0,21","0,02","0,03",Mississippi - Jackson,Otros,August
Walmart,"1185732,00",2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,"40,00","9,30","4,10","0,44",Outlet,"0,23","0,02","0,03",Mississippi - Jackson,Otros,September
Walmart,"1185732,00",2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,"33,00","5,20","2,10","0,41",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,September
Walmart,"1185732,00",2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,"15,00","2,20","1,00","0,47",Outlet,"0,15","0,01","0,01",Mississippi - Jackson,Otros,September
Walmart,"1185732,00",2021-09-16,South,Mississippi,Jackson,Men's Apparel,"22,00","2,90","1,10","0,38",Outlet,"0,13","0,01","0,01",Mississippi - Jackson,Otros,September
Walmart,"1185732,00",2021-09-16,South,Mississippi,Jackson,Women's Apparel,"26,00","4,20","2,30","0,56",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,September
Walmart,"1185732,00",2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,"24,00","5,20","2,40","0,46",Outlet,"0,22","0,01","0,01",Mississippi - Jackson,Otros,October
Walmart,"1185732,00",2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,"17,00","2,80","1,00","0,37",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,October
Walmart,"1185732,00",2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,"19,00","2,30","1,10","0,47",Outlet,"0,12","0,01","0,01",Mississippi - Jackson,Otros,October
Walmart,"1185732,00",2021-10-18,South,Mississippi,Jackson,Men's Apparel,"25,00","2,60","1,10","0,42",Outlet,"0,10","0,01","0,01",Mississippi - Jackson,Otros,October
Sports Direct,"1185732,00",2021-10-18,South,Mississippi,Jackson,Women's Apparel,"27,00","4,40","2,40","0,54",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,October
Sports Direct,"1185732,00",2021-11-17,South,Mississippi,Jackson,Men's Street Footwear,"22,00","4,50","2,00","0,44",Outlet,"0,20","0,01","0,01",Mississippi - Jackson,Otros,November
Sports Direct,"1185732,00",2021-11-17,South,Mississippi,Jackson,Women's Street Footwear,"22,00","2,60","1,10","0,42",Outlet,"0,12","0,01","0,01",Mississippi - Jackson,Otros,November
Sports Direct,"1185732,00",2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,"43,00","6,60","2,90","0,44",Outlet,"0,15","0,02","0,02",Mississippi - Jackson,Otros,November
Sports Direct,"1185732,00",2021-11-17,South,Mississippi,Jackson,Men's Apparel,"59,00","7,80","3,10","0,40",Outlet,"0,13","0,02","0,02",Mississippi - Jackson,Otros,November
Sports Direct,"1185732,00",2021-11-17,South,Mississippi,Jackson,Women's Apparel,"51,00","8,60","4,90","0,57",Outlet,"0,17","0,02","0,03",Mississippi - Jackson,Otros,November
Sports Direct,"1185732,00",2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,"48,00","12,30","5,80","0,47",Outlet,"0,26","0,03","0,04",Mississippi - Jackson,Otros,December
Sports Direct,"1185732,00",2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,"44,00","8,80","3,30","0,37",Outlet,"0,20","0,02","0,02",Mississippi - Jackson,Otros,December
Sports Direct,"1185732,00",2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,"43,00","6,80","3,10","0,45",Outlet,"0,16","0,02","0,02",Mississippi - Jackson,Otros,December
Sports Direct,"1185732,00",2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,"41,00","5,90","2,80","0,47",Outlet,"0,14","0,01","0,02",Mississippi - Jackson,Otros,December
Sports Direct,"1185732,00",2021-12-16,South,Mississippi,Jackson,Men's Apparel,"54,00","8,50","3,20","0,38",Outlet,"0,16","0,02","0,02",Mississippi - Jackson,Otros,December
Sports Direct,"1185732,00",2021-12-16,South,Mississippi,Jackson,Women's Apparel,"53,00","9,40","5,20","0,55",Outlet,"0,18","0,02","0,03",Mississippi - Jackson,Otros,December
Sports Direct,"1197831,00",2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,"17,00","3,70","1,60","0,44",Outlet,"0,22","0,01","0,01",Mississippi - Jackson,Otros,January
Sports Direct,"1197831,00",2021-01-23,South,Mississippi,Jackson,Men's Apparel,"26,00","3,20","1,20","0,38",Outlet,"0,12","0,01","0,01",Mississippi - Jackson,Otros,January
Sports Direct,"1197831,00",2021-01-23,South,Mississippi,Jackson,Women's Apparel,"18,00","2,80","1,20","0,43",Outlet,"0,16","0,01","0,01",Mississippi - Jackson,Otros,January
Sports Direct,"1197831,00",2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,"17,00","3,60","1,60","0,45",Outlet,"0,21","0,01","0,01",Mississippi - Jackson,Otros,February
Walmart,"1197831,00",2021-03-19,South,Arkansas,Little Rock,Men's Street Footwear,"15,00","3,10","1,50","0,47",Outlet,"0,21","0,01","0,01",Arkansas - Little Rock,Otros,March
Walmart,"1197831,00",2021-03-19,South,Arkansas,Little Rock,Women's Apparel,"20,00","2,20","1,00","0,46",Outlet,"0,11","0,01","0,01",Arkansas - Little Rock,Otros,March
Walmart,"1197831,00",2021-04-20,South,Arkansas,Little Rock,Men's Street Footwear,"19,00","3,90","1,70","0,45",Outlet,"0,21","0,01","0,01",Arkansas - Little Rock,Otros,April
Walmart,"1197831,00",2021-04-20,South,Arkansas,Little Rock,Women's Apparel,"24,00","2,90","1,30","0,44",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,April
Walmart,"1197831,00",2021-05-19,South,Arkansas,Little Rock,Men's Street Footwear,"26,00","5,90","2,70","0,46",Outlet,"0,23","0,01","0,02",Arkansas - Little Rock,Otros,May
Walmart,"1197831,00",2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,"28,00","3,20","1,40","0,42",Outlet,"0,11","0,01","0,01",Arkansas - Little Rock,Otros,May
Walmart,"1197831,00",2021-05-19,South,Arkansas,Little Rock,Women's Street Footwear,"27,00","3,20","1,40","0,44",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,May
Walmart,"1197831,00",2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,"24,00","2,20","1,00","0,47",Outlet,"0,09","0,01","0,01",Arkansas - Little Rock,Otros,May
Walmart,"1197831,00",2021-05-19,South,Arkansas,Little Rock,Men's Apparel,"32,00","3,60","1,40","0,39",Outlet,"0,11","0,01","0,01",Arkansas - Little Rock,Otros,May
Walmart,"1197831,00",2021-05-19,South,Arkansas,Little Rock,Women's Apparel,"33,00","4,80","2,20","0,47",Outlet,"0,15","0,01","0,01",Arkansas - Little Rock,Otros,May
Walmart,"1197831,00",2021-06-21,South,Arkansas,Little Rock,Men's Street Footwear,"28,00","6,60","2,90","0,44",Outlet,"0,24","0,02","0,02",Arkansas - Little Rock,Otros,June
Walmart,"1197831,00",2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,"25,00","3,70","1,50","0,39",Outlet,"0,15","0,01","0,01",Arkansas - Little Rock,Otros,June
Walmart,"1197831,00",2021-06-21,South,Arkansas,Little Rock,Women's Street Footwear,"28,00","3,50","1,60","0,45",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,June
Walmart,"1197831,00",2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,"29,00","3,60","1,60","0,44",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,June
Walmart,"1197831,00",2021-06-21,South,Arkansas,Little Rock,Men's Apparel,"37,00","4,30","1,70","0,39",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,June
Walmart,"1197831,00",2021-06-21,South,Arkansas,Little Rock,Women's Apparel,"48,00","7,90","3,40","0,43",Outlet,"0,16","0,02","0,02",Arkansas - Little Rock,Otros,June
Walmart,"1197831,00",2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,"39,00","10,60","4,40","0,42",Outlet,"0,27","0,03","0,03",Arkansas - Little Rock,Otros,July
Walmart,"1197831,00",2021-07-19,South,Arkansas,Little Rock,Men's Athletic Footwear,"36,00","5,90","2,20","0,37",Outlet,"0,16","0,01","0,01",Arkansas - Little Rock,Otros,July
Walmart,"1197831,00",2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,"32,00","4,50","2,00","0,44",Outlet,"0,14","0,01","0,01",Arkansas - Little Rock,Otros,July
Walmart,"1197831,00",2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,"35,00","4,20","1,80","0,43",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,July
Walmart,"1197831,00",2021-07-19,South,Arkansas,Little Rock,Men's Apparel,"40,00","6,00","2,40","0,40",Outlet,"0,15","0,02","0,01",Arkansas - Little Rock,Otros,July
Walmart,"1197831,00",2021-07-19,South,Arkansas,Little Rock,Women's Apparel,"50,00","9,90","4,60","0,46",Outlet,"0,20","0,02","0,03",Arkansas - Little Rock,Otros,July
Walmart,"1197831,00",2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,"43,00","10,00","4,50","0,45",Outlet,"0,23","0,03","0,03",Arkansas - Little Rock,Otros,August
Walmart,"1197831,00",2021-08-20,South,Arkansas,Little Rock,Men's Athletic Footwear,"42,00","6,80","2,70","0,39",Outlet,"0,16","0,02","0,02",Arkansas - Little Rock,Otros,August
Walmart,"1197831,00",2021-08-20,South,Arkansas,Little Rock,Women's Street Footwear,"40,00","5,40","2,40","0,44",Outlet,"0,14","0,01","0,01",Arkansas - Little Rock,Otros,August
Walmart,"1197831,00",2021-08-20,South,Arkansas,Little Rock,Women's Athletic Footwear,"29,00","3,80","1,70","0,45",Outlet,"0,13","0,01","0,01",Arkansas - Little Rock,Otros,August
Walmart,"1197831,00",2021-08-20,South,Arkansas,Little Rock,Men's Apparel,"40,00","4,50","1,70","0,37",Outlet,"0,11","0,01","0,01",Arkansas - Little Rock,Otros,August
Walmart,"1197831,00",2021-08-20,South,Arkansas,Little Rock,Women's Apparel,"40,00","7,70","3,60","0,47",Outlet,"0,19","0,02","0,02",Arkansas - Little Rock,Otros,August
Walmart,"1197831,00",2021-09-19,South,Arkansas,Little Rock,Men's Street Footwear,"35,00","7,70","3,30","0,43",Outlet,"0,22","0,02","0,02",Arkansas - Little Rock,Otros,September
Walmart,"1197831,00",2021-09-19,South,Arkansas,Little Rock,Men's Athletic Footwear,"26,00","3,50","1,40","0,41",Outlet,"0,13","0,01","0,01",Arkansas - Little Rock,Otros,September
Walmart,"1197831,00",2021-09-19,South,Arkansas,Little Rock,Women's Apparel,"22,00","3,10","1,30","0,42",Outlet,"0,14","0,01","0,01",Arkansas - Little Rock,Otros,September
Walmart,"1197831,00",2021-10-21,South,Arkansas,Little Rock,Men's Street Footwear,"21,00","3,80","1,70","0,45",Outlet,"0,18","0,01","0,01",Arkansas - Little Rock,Otros,October
West Gear,"1197831,00",2021-10-21,South,Arkansas,Little Rock,Women's Apparel,"20,00","2,60","1,20","0,45",Outlet,"0,13","0,01","0,01",Arkansas - Little Rock,Otros,October
West Gear,"1197831,00",2021-11-20,South,Arkansas,Little Rock,Men's Street Footwear,"18,00","3,20","1,50","0,46",Outlet,"0,18","0,01","0,01",Arkansas - Little Rock,Otros,November
West Gear,"1197831,00",2021-11-20,South,Arkansas,Little Rock,Women's Athletic Footwear,"41,00","5,20","2,30","0,44",Outlet,"0,13","0,01","0,01",Arkansas - Little Rock,Otros,November
West Gear,"1197831,00",2021-11-20,South,Arkansas,Little Rock,Men's Apparel,"56,00","5,90","2,40","0,41",Outlet,"0,11","0,01","0,01",Arkansas - Little Rock,Otros,November
West Gear,"1197831,00",2021-11-20,South,Arkansas,Little Rock,Women's Apparel,"53,00","7,20","3,20","0,45",Outlet,"0,14","0,02","0,02",Arkansas - Little Rock,Otros,November
West Gear,"1197831,00",2021-12-19,South,Arkansas,Little Rock,Men's Street Footwear,"55,00","13,10","6,00","0,46",Outlet,"0,24","0,03","0,04",Arkansas - Little Rock,Otros,December
West Gear,"1197831,00",2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,"46,00","7,10","2,90","0,40",Outlet,"0,15","0,02","0,02",Arkansas - Little Rock,Otros,December
West Gear,"1197831,00",2021-12-19,South,Arkansas,Little Rock,Women's Street Footwear,"43,00","6,40","2,80","0,44",Outlet,"0,15","0,02","0,02",Arkansas - Little Rock,Otros,December
West Gear,"1197831,00",2021-12-19,South,Arkansas,Little Rock,Women's Athletic Footwear,"40,00","5,00","2,30","0,46",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,December
West Gear,"1197831,00",2021-12-19,South,Arkansas,Little Rock,Men's Apparel,"50,00","6,60","2,60","0,40",Outlet,"0,13","0,02","0,02",Arkansas - Little Rock,Otros,December
West Gear,"1197831,00",2021-12-19,South,Arkansas,Little Rock,Women's Apparel,"55,00","9,40","4,20","0,45",Outlet,"0,17","0,02","0,03",Arkansas - Little Rock,Otros,December
West Gear,"1197831,00",2021-01-23,South,Arkansas,Little Rock,Men's Street Footwear,"17,00","3,00","1,40","0,47",Outlet,"0,18","0,01","0,01",Arkansas - Little Rock,Otros,January
West Gear,"1197831,00",2021-01-23,South,Arkansas,Little Rock,Women's Apparel,"18,00","2,20","1,00","0,45",Outlet,"0,12","0,01","0,01",Arkansas - Little Rock,Otros,January
West Gear,"1197831,00",2021-02-21,South,Arkansas,Little Rock,Men's Street Footwear,"18,00","3,70","1,60","0,44",Outlet,"0,21","0,01","0,01",Arkansas - Little Rock,Otros,February
West Gear,"1197831,00",2021-03-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,"14,00","2,50","1,20","0,46",Outlet,"0,18","0,01","0,01",Oklahoma - Oklahoma City,Otros,March
West Gear,"1197831,00",2021-04-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,"20,00","3,70","1,70","0,46",Outlet,"0,18","0,01","0,01",Oklahoma - Oklahoma City,Otros,April
West Gear,"1197831,00",2021-04-20,South,Oklahoma,Oklahoma City,Women's Apparel,"22,00","2,40","1,00","0,43",Outlet,"0,11","0,01","0,01",Oklahoma - Oklahoma City,Otros,April
West Gear,"1197831,00",2021-05-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,"28,00","5,00","2,20","0,43",Outlet,"0,18","0,01","0,01",Oklahoma - Oklahoma City,Otros,May
West Gear,"1197831,00",2021-05-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,"29,00","2,70","1,00","0,38",Outlet,"0,09","0,01","0,01",Oklahoma - Oklahoma City,Otros,May
West Gear,"1197831,00",2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,"33,00","2,60","1,10","0,41",Outlet,"0,08","0,01","0,01",Oklahoma - Oklahoma City,Otros,May
West Gear,"1197831,00",2021-05-19,South,Oklahoma,Oklahoma City,Women's Apparel,"33,00","3,80","1,70","0,45",Outlet,"0,12","0,01","0,01",Oklahoma - Oklahoma City,Otros,May
West Gear,"1197831,00",2021-06-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,"32,00","6,10","2,80","0,46",Outlet,"0,19","0,02","0,02",Oklahoma - Oklahoma City,Otros,June
West Gear,"1197831,00",2021-06-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,"25,00","3,10","1,20","0,39",Outlet,"0,12","0,01","0,01",Oklahoma - Oklahoma City,Otros,June
West Gear,"1197831,00",2021-06-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,"27,00","2,90","1,20","0,43",Outlet,"0,11","0,01","0,01",Oklahoma - Oklahoma City,Otros,June
West Gear,"1197831,00",2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,"29,00","3,00","1,30","0,45",Outlet,"0,10","0,01","0,01",Oklahoma - Oklahoma City,Otros,June
West Gear,"1197831,00",2021-06-21,South,Oklahoma,Oklahoma City,Men's Apparel,"41,00","4,30","1,60","0,38",Outlet,"0,10","0,01","0,01",Oklahoma - Oklahoma City,Otros,June
West Gear,"1197831,00",2021-06-21,South,Oklahoma,Oklahoma City,Women's Apparel,"40,00","5,70","2,40","0,42",Outlet,"0,14","0,01","0,01",Oklahoma - Oklahoma City,Otros,June
West Gear,"1197831,00",2021-07-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,"43,00","10,20","4,30","0,42",Outlet,"0,24","0,03","0,03",Oklahoma - Oklahoma City,Otros,July
West Gear,"1197831,00",2021-07-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,"35,00","4,70","1,80","0,38",Outlet,"0,13","0,01","0,01",Oklahoma - Oklahoma City,Otros,July
West Gear,"1197831,00",2021-07-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,"33,00","4,30","1,90","0,43",Outlet,"0,13","0,01","0,01",Oklahoma - Oklahoma City,Otros,July
West Gear,"1197831,00",2021-07-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,"36,00","3,90","1,80","0,46",Outlet,"0,11","0,01","0,01",Oklahoma - Oklahoma City,Otros,July
West Gear,"1197831,00",2021-07-19,South,Oklahoma,Oklahoma City,Men's Apparel,"43,00","5,00","2,00","0,41",Outlet,"0,12","0,01","0,01",Oklahoma - Oklahoma City,Otros,July
West Gear,"1197831,00",2021-07-19,South,Oklahoma,Oklahoma City,Women's Apparel,"45,00","7,30","3,40","0,47",Outlet,"0,16","0,02","0,02",Oklahoma - Oklahoma City,Otros,July
West Gear,"1197831,00",2021-08-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,"41,00","9,40","4,00","0,42",Outlet,"0,23","0,02","0,02",Oklahoma - Oklahoma City,Otros,August
West Gear,"1197831,00",2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,"37,00","5,20","2,20","0,42",Outlet,"0,14","0,01","0,01",Oklahoma - Oklahoma City,Otros,August
West Gear,"1197831,00",2021-08-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,"38,00","4,30","2,00","0,47",Outlet,"0,11","0,01","0,01",Oklahoma - Oklahoma City,Otros,August
West Gear,"1197831,00",2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,"32,00","3,60","1,50","0,42",Outlet,"0,11","0,01","0,01",Oklahoma - Oklahoma City,Otros,August
West Gear,"1197831,00",2021-08-20,South,Oklahoma,Oklahoma City,Men's Apparel,"40,00","4,20","1,60","0,37",Outlet,"0,11","0,01","0,01",Oklahoma - Oklahoma City,Otros,August
West Gear,"1197831,00",2021-08-20,South,Oklahoma,Oklahoma City,Women's Apparel,"40,00","6,60","3,10","0,47",Outlet,"0,16","0,02","0,02",Oklahoma - Oklahoma City,Otros,August
West Gear,"1197831,00",2021-09-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,"35,00","6,90","3,20","0,46",Outlet,"0,20","0,02","0,02",Oklahoma - Oklahoma City,Otros,September
West Gear,"1197831,00",2021-09-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,"28,00","3,60","1,50","0,41",Outlet,"0,13","0,01","0,01",Oklahoma - Oklahoma City,Otros,September
West Gear,"1197831,00",2021-09-19,South,Oklahoma,Oklahoma City,Women's Apparel,"23,00","2,70","1,30","0,47",Outlet,"0,12","0,01","0,01",Oklahoma - Oklahoma City,Otros,September
West Gear,"1197831,00",2021-10-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,"20,00","3,50","1,60","0,47",Outlet,"0,18","0,01","0,01",Oklahoma - Oklahoma City,Otros,October
Kohl's,"1197831,00",2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,"22,00","2,20","1,00","0,47",Outlet,"0,10","0,01","0,01",Oklahoma - Oklahoma City,Otros,October
Kohl's,"1197831,00",2021-11-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,"16,00","2,70","1,20","0,44",Outlet,"0,17","0,01","0,01",Oklahoma - Oklahoma City,Otros,November
